House,Resident,Day,Hour,Activity,ActivityMinutes
A,1,23,19,8,0
A,1,23,19,9,5
A,1,23,19,10,0
A,1,23,20,1,0
A,1,23,20,2,0
A,1,23,20,3,0
A,1,23,20,4,59
A,1,23,20,5,0
A,1,23,20,6,0
A,1,23,20,7,0
A,1,23,20,8,0
A,1,23,20,9,0
A,1,23,20,10,1
A,1,23,21,1,0
A,1,23,21,2,0
A,1,23,21,3,0
A,1,23,21,4,33
A,1,23,21,5,0
A,1,23,21,6,0
A,1,23,21,7,0
A,1,23,21,8,0
A,1,23,21,9,25
A,1,23,21,10,2
A,1,23,22,1,0
A,1,23,22,2,0
A,1,23,22,3,0
A,1,23,22,4,26
A,1,23,22,5,0
A,1,23,22,6,0
A,1,23,22,7,4
A,1,23,22,8,0
A,1,23,22,9,30
A,1,23,22,10,0
A,1,23,23,1,0
A,1,23,23,2,0
A,1,23,23,3,55
A,1,23,23,4,0
A,1,23,23,5,0
A,1,23,23,6,0
A,1,23,23,7,0
A,1,23,23,8,0
A,1,23,23,9,0
A,1,23,23,10,4
A,2,23,0,1,0
A,2,23,0,2,0
A,2,23,0,3,0
A,2,23,0,4,0
A,2,23,0,5,0
A,2,23,0,6,0
A,2,23,0,7,14
A,2,23,0,8,0
A,2,23,0,9,42
A,2,23,0,10,4
A,2,23,1,1,0
A,2,23,1,2,8
A,2,23,1,3,0
A,2,23,1,4,0
A,2,23,1,5,0
A,2,23,1,6,5
A,2,23,1,7,11
A,2,23,1,8,4
A,2,23,1,9,25
A,2,23,1,10,7
A,2,23,2,1,0
A,2,23,2,2,60
A,2,23,2,3,0
A,2,23,2,4,0
A,2,23,2,5,0
A,2,23,2,6,0
A,2,23,2,7,0
A,2,23,2,8,0
A,2,23,2,9,0
A,2,23,2,10,0
A,2,23,3,1,0
A,2,23,3,2,60
A,2,23,3,3,0
A,2,23,3,4,0
A,2,23,3,5,0
A,2,23,3,6,0
A,2,23,3,7,0
A,2,23,3,8,0
A,2,23,3,9,0
A,2,23,3,10,0
A,2,23,4,1,0
A,2,23,4,2,60
A,2,23,4,3,0
A,2,23,4,4,0
A,2,23,4,5,0
A,2,23,4,6,0
A,2,23,4,7,0
A,2,23,4,8,0
A,2,23,4,9,0
A,2,23,4,10,0
A,2,23,5,1,0
A,2,23,5,2,60
A,2,23,5,3,0
A,2,23,5,4,0
A,2,23,5,5,0
A,2,23,5,6,0
A,2,23,5,7,0
A,2,23,5,8,0
A,2,23,5,9,0
A,2,23,5,10,0
A,2,23,6,1,0
A,2,23,6,2,36
A,2,23,6,3,0
A,2,23,6,4,0
A,2,23,6,5,0
A,2,23,6,6,0
A,2,23,6,7,0
A,2,23,6,8,0
A,2,23,6,9,19
A,2,23,6,10,5
A,2,23,7,1,0
A,2,23,7,2,0
A,2,23,7,3,0
A,2,23,7,4,0
A,2,23,7,5,0
A,2,23,7,6,0
A,2,23,7,7,0
A,2,23,7,8,0
A,2,23,7,9,39
A,2,23,7,10,21
A,2,23,8,1,0
A,2,23,8,2,0
A,2,23,8,3,0
A,2,23,8,4,0
A,2,23,8,5,0
A,2,23,8,6,0
A,2,23,8,7,0
A,2,23,8,8,0
A,2,23,8,9,60
A,2,23,8,10,0
A,2,23,9,1,6
A,2,23,9,2,0
A,2,23,9,3,0
A,2,23,9,4,33
A,2,23,9,5,0
A,2,23,9,6,6
A,2,23,9,7,0
A,2,23,9,8,0
A,2,23,9,9,15
A,2,23,9,10,0
A,2,23,10,1,0
A,2,23,10,2,0
A,2,23,10,3,0
A,2,23,10,4,32
A,2,23,10,5,0
A,2,23,10,6,0
A,2,23,10,7,0
A,2,23,10,8,0
A,2,23,10,9,28
A,2,23,10,10,0
A,2,23,11,1,0
A,2,23,11,2,0
A,2,23,11,3,0
A,2,23,11,4,44
A,2,23,11,5,0
A,2,23,11,6,5
A,2,23,11,7,0
A,2,23,11,8,0
A,2,23,11,9,9
A,2,23,11,10,2
A,2,23,12,1,0
A,2,23,12,2,0
A,2,23,12,3,0
A,2,23,12,4,54
A,2,23,12,5,0
A,2,23,12,6,4
A,2,23,12,7,0
A,2,23,12,8,0
A,2,23,12,9,2
A,2,23,12,10,0
A,2,23,13,1,0
A,2,23,13,2,0
A,2,23,13,3,0
A,2,23,13,4,37
A,2,23,13,5,0
A,2,23,13,6,0
A,2,23,13,7,0
A,2,23,13,8,0
A,2,23,13,9,23
A,2,23,13,10,0
A,2,23,14,1,38
A,2,23,14,2,0
A,2,23,14,3,0
A,2,23,14,4,8
A,2,23,14,5,0
A,2,23,14,6,6
A,2,23,14,7,0
A,2,23,14,8,8
A,2,23,14,9,0
A,2,23,14,10,0
A,2,23,15,1,12
A,2,23,15,2,0
A,2,23,15,3,0
A,2,23,15,4,18
A,2,23,15,5,0
A,2,23,15,6,3
A,2,23,15,7,0
A,2,23,15,8,2
A,2,23,15,9,25
A,2,23,15,10,0
A,2,23,16,1,0
A,2,23,16,2,0
A,2,23,16,3,0
A,2,23,16,4,17
A,2,23,16,5,0
A,2,23,16,6,9
A,2,23,16,7,21
A,2,23,16,8,0
A,2,23,16,9,13
A,2,23,16,10,0
A,2,23,17,1,0
A,2,23,17,2,0
A,2,23,17,3,0
A,2,23,17,4,15
A,2,23,17,5,0
A,2,23,17,6,0
A,2,23,17,7,39
A,2,23,17,8,0
A,2,23,17,9,6
A,2,23,17,10,0
A,2,23,18,1,0
A,2,23,18,2,0
A,2,23,18,3,0
A,2,23,18,4,31
A,2,23,18,5,0
A,2,23,18,6,0
A,2,23,18,7,29
A,2,23,18,8,0
A,2,23,18,9,0
A,2,23,18,10,0
A,2,23,19,1,0
A,2,23,19,2,0
A,2,23,19,3,0
A,2,23,19,4,39
A,2,23,19,5,0
A,2,23,19,6,2
A,2,23,19,7,9
A,2,23,19,8,3
A,2,23,19,9,5
A,2,23,19,10,2
A,2,23,20,1,0
A,2,23,20,2,0
A,2,23,20,3,0
A,2,23,20,4,58
A,2,23,20,5,0
A,2,23,20,6,0
A,2,23,20,7,0
A,2,23,20,8,0
A,2,23,20,9,2
A,2,23,20,10,0
A,2,23,21,1,0
A,2,23,21,2,0
A,2,23,21,3,0
A,2,23,21,4,26
A,2,23,21,5,0
A,2,23,21,6,0
A,2,23,21,7,0
A,2,23,21,8,0
A,2,23,21,9,6
A,2,23,21,10,28
A,2,23,22,1,0
A,2,23,22,2,1
A,2,23,22,3,0
A,2,23,22,4,32
A,2,23,22,5,0
A,2,23,22,6,0
A,2,23,22,7,18
A,2,23,22,8,3
A,2,23,22,9,0
A,2,23,22,10,6
A,2,23,23,1,0
A,2,23,23,2,59
A,2,23,23,3,0
A,2,23,23,4,0
A,2,23,23,5,0
A,2,23,23,6,0
A,2,23,23,7,0
A,2,23,23,8,0
A,2,23,23,9,0
A,2,23,23,10,0
B,1,23,0,1,0
B,1,23,0,2,18
B,1,23,0,3,0
B,1,23,0,4,21
B,1,23,0,5,19
B,1,23,0,6,0
B,1,23,0,7,0
B,1,23,0,8,0
B,1,23,0,9,0
B,1,23,0,10,2
B,1,23,1,1,0
B,1,23,1,2,60
B,1,23,1,3,0
B,1,23,1,4,0
B,1,23,1,5,0
B,1,23,1,6,0
B,1,23,1,7,0
B,1,23,1,8,0
B,1,23,1,9,0
B,1,23,1,10,0
B,1,23,2,1,0
B,1,23,2,2,60
B,1,23,2,3,0
B,1,23,2,4,0
B,1,23,2,5,0
B,1,23,2,6,0
B,1,23,2,7,0
B,1,23,2,8,0
B,1,23,2,9,0
B,1,23,2,10,0
B,1,23,3,1,0
B,1,23,3,2,60
B,1,23,3,3,0
B,1,23,3,4,0
B,1,23,3,5,0
B,1,23,3,6,0
B,1,23,3,7,0
B,1,23,3,8,0
B,1,23,3,9,0
B,1,23,3,10,0
B,1,23,4,1,0
B,1,23,4,2,60
B,1,23,4,3,0
B,1,23,4,4,0
B,1,23,4,5,0
B,1,23,4,6,0
B,1,23,4,7,0
B,1,23,4,8,0
B,1,23,4,9,0
B,1,23,4,10,0
B,1,23,5,1,0
B,1,23,5,2,60
B,1,23,5,3,0
B,1,23,5,4,0
B,1,23,5,5,0
B,1,23,5,6,0
B,1,23,5,7,0
B,1,23,5,8,0
B,1,23,5,9,0
B,1,23,5,10,0
B,1,23,6,1,0
B,1,23,6,2,60
B,1,23,6,3,0
B,1,23,6,4,0
B,1,23,6,5,0
B,1,23,6,6,0
B,1,23,6,7,0
B,1,23,6,8,0
B,1,23,6,9,0
B,1,23,6,10,0
B,1,23,7,1,0
B,1,23,7,2,51
B,1,23,7,3,0
B,1,23,7,4,0
B,1,23,7,5,0
B,1,23,7,6,3
B,1,23,7,7,0
B,1,23,7,8,4
B,1,23,7,9,0
B,1,23,7,10,2
B,1,23,8,1,45
B,1,23,8,2,0
B,1,23,8,3,0
B,1,23,8,4,0
B,1,23,8,5,0
B,1,23,8,6,13
B,1,23,8,7,0
B,1,23,8,8,0
B,1,23,8,9,0
B,1,23,8,10,2
B,1,23,9,1,60
B,1,23,9,2,0
B,1,23,9,3,0
B,1,23,9,4,0
B,1,23,9,5,0
B,1,23,9,6,0
B,1,23,9,7,0
B,1,23,9,8,0
B,1,23,9,9,0
B,1,23,9,10,0
B,1,23,10,1,60
B,1,23,10,2,0
B,1,23,10,3,0
B,1,23,10,4,0
B,1,23,10,5,0
B,1,23,10,6,0
B,1,23,10,7,0
B,1,23,10,8,0
B,1,23,10,9,0
B,1,23,10,10,0
B,1,23,11,1,60
B,1,23,11,2,0
B,1,23,11,3,0
B,1,23,11,4,0
B,1,23,11,5,0
B,1,23,11,6,0
B,1,23,11,7,0
B,1,23,11,8,0
B,1,23,11,9,0
B,1,23,11,10,0
B,1,23,12,1,60
B,1,23,12,2,0
B,1,23,12,3,0
B,1,23,12,4,0
B,1,23,12,5,0
B,1,23,12,6,0
B,1,23,12,7,0
B,1,23,12,8,0
B,1,23,12,9,0
B,1,23,12,10,0
B,1,23,13,1,60
B,1,23,13,2,0
B,1,23,13,3,0
B,1,23,13,4,0
B,1,23,13,5,0
B,1,23,13,6,0
B,1,23,13,7,0
B,1,23,13,8,0
B,1,23,13,9,0
B,1,23,13,10,0
B,1,23,14,1,60
B,1,23,14,2,0
B,1,23,14,3,0
B,1,23,14,4,0
B,1,23,14,5,0
B,1,23,14,6,0
B,1,23,14,7,0
B,1,23,14,8,0
B,1,23,14,9,0
B,1,23,14,10,0
B,1,23,15,1,60
B,1,23,15,2,0
B,1,23,15,3,0
B,1,23,15,4,0
B,1,23,15,5,0
B,1,23,15,6,0
B,1,23,15,7,0
B,1,23,15,8,0
B,1,23,15,9,0
B,1,23,15,10,0
B,1,23,16,1,60
B,1,23,16,2,0
B,1,23,16,3,0
B,1,23,16,4,0
B,1,23,16,5,0
B,1,23,16,6,0
B,1,23,16,7,0
B,1,23,16,8,0
B,1,23,16,9,0
B,1,23,16,10,0
B,1,23,17,1,60
B,1,23,17,2,0
B,1,23,17,3,0
B,1,23,17,4,0
B,1,23,17,5,0
B,1,23,17,6,0
B,1,23,17,7,0
B,1,23,17,8,0
B,1,23,17,9,0
B,1,23,17,10,0
B,1,23,18,1,60
B,1,23,18,2,0
B,1,23,18,3,0
B,1,23,18,4,0
B,1,23,18,5,0
B,1,23,18,6,0
B,1,23,18,7,0
B,1,23,18,8,0
B,1,23,18,9,0
B,1,23,18,10,0
B,1,23,19,1,60
B,1,23,19,2,0
B,1,23,19,3,0
B,1,23,19,4,0
B,1,23,19,5,0
B,1,23,19,6,0
B,1,23,19,7,0
B,1,23,19,8,0
B,1,23,19,9,0
B,1,23,19,10,0
B,1,23,20,1,60
B,1,23,20,2,0
B,1,23,20,3,0
B,1,23,20,4,0
B,1,23,20,5,0
B,1,23,20,6,0
B,1,23,20,7,0
B,1,23,20,8,0
B,1,23,20,9,0
B,1,23,20,10,0
B,1,23,21,1,9
B,1,23,21,2,0
B,1,23,21,3,0
B,1,23,21,4,20
B,1,23,21,5,0
B,1,23,21,6,21
B,1,23,21,7,4
B,1,23,21,8,2
B,1,23,21,9,0
B,1,23,21,10,4
B,1,23,22,1,0
B,1,23,22,2,0
B,1,23,22,3,0
B,1,23,22,4,58
B,1,23,22,5,0
B,1,23,22,6,0
B,1,23,22,7,0
B,1,23,22,8,0
B,1,23,22,9,0
B,1,23,22,10,2
B,1,23,23,1,0
B,1,23,23,2,29
B,1,23,23,3,0
B,1,23,23,4,30
B,1,23,23,5,0
B,1,23,23,6,0
B,1,23,23,7,0
B,1,23,23,8,0
B,1,23,23,9,0
B,1,23,23,10,0
B,2,23,0,1,60
B,2,23,0,2,0
B,2,23,0,3,0
B,2,23,0,4,0
B,2,23,0,5,0
B,2,23,0,6,0
B,2,23,0,7,0
B,2,23,0,8,0
B,2,23,0,9,0
B,2,23,0,10,0
B,2,23,1,1,60
B,2,23,1,2,0
B,2,23,1,3,0
B,2,23,1,4,0
B,2,23,1,5,0
B,2,23,1,6,0
B,2,23,1,7,0
B,2,23,1,8,0
B,2,23,1,9,0
B,2,23,1,10,0
B,2,23,2,1,60
B,2,23,2,2,0
B,2,23,2,3,0
B,2,23,2,4,0
B,2,23,2,5,0
B,2,23,2,6,0
B,2,23,2,7,0
B,2,23,2,8,0
B,2,23,2,9,0
B,2,23,2,10,0
B,2,23,3,1,60
B,2,23,3,2,0
B,2,23,3,3,0
B,2,23,3,4,0
B,2,23,3,5,0
B,2,23,3,6,0
B,2,23,3,7,0
B,2,23,3,8,0
B,2,23,3,9,0
B,2,23,3,10,0
B,2,23,4,1,60
B,2,23,4,2,0
B,2,23,4,3,0
B,2,23,4,4,0
B,2,23,4,5,0
B,2,23,4,6,0
B,2,23,4,7,0
B,2,23,4,8,0
B,2,23,4,9,0
B,2,23,4,10,0
B,2,23,5,1,60
B,2,23,5,2,0
B,2,23,5,3,0
B,2,23,5,4,0
B,2,23,5,5,0
B,2,23,5,6,0
B,2,23,5,7,0
B,2,23,5,8,0
B,2,23,5,9,0
B,2,23,5,10,0
B,2,23,6,1,60
B,2,23,6,2,0
B,2,23,6,3,0
B,2,23,6,4,0
B,2,23,6,5,0
B,2,23,6,6,0
B,2,23,6,7,0
B,2,23,6,8,0
B,2,23,6,9,0
B,2,23,6,10,0
B,2,23,7,1,60
B,2,23,7,2,0
B,2,23,7,3,0
B,2,23,7,4,0
B,2,23,7,5,0
B,2,23,7,6,0
B,2,23,7,7,0
B,2,23,7,8,0
B,2,23,7,9,0
B,2,23,7,10,0
B,2,23,8,1,60
B,2,23,8,2,0
B,2,23,8,3,0
B,2,23,8,4,0
B,2,23,8,5,0
B,2,23,8,6,0
B,2,23,8,7,0
B,2,23,8,8,0
B,2,23,8,9,0
B,2,23,8,10,0
B,2,23,9,1,60
B,2,23,9,2,0
B,2,23,9,3,0
B,2,23,9,4,0
B,2,23,9,5,0
B,2,23,9,6,0
B,2,23,9,7,0
B,2,23,9,8,0
B,2,23,9,9,0
B,2,23,9,10,0
B,2,23,10,1,60
B,2,23,10,2,0
B,2,23,10,3,0
B,2,23,10,4,0
B,2,23,10,5,0
B,2,23,10,6,0
B,2,23,10,7,0
B,2,23,10,8,0
B,2,23,10,9,0
B,2,23,10,10,0
B,2,23,11,1,60
B,2,23,11,2,0
B,2,23,11,3,0
B,2,23,11,4,0
B,2,23,11,5,0
B,2,23,11,6,0
B,2,23,11,7,0
B,2,23,11,8,0
B,2,23,11,9,0
B,2,23,11,10,0
B,2,23,12,1,60
B,2,23,12,2,0
B,2,23,12,3,0
B,2,23,12,4,0
B,2,23,12,5,0
B,2,23,12,6,0
B,2,23,12,7,0
B,2,23,12,8,0
B,2,23,12,9,0
B,2,23,12,10,0
B,2,23,13,1,60
B,2,23,13,2,0
B,2,23,13,3,0
B,2,23,13,4,0
B,2,23,13,5,0
B,2,23,13,6,0
B,2,23,13,7,0
B,2,23,13,8,0
B,2,23,13,9,0
B,2,23,13,10,0
B,2,23,14,1,60
B,2,23,14,2,0
B,2,23,14,3,0
B,2,23,14,4,0
B,2,23,14,5,0
B,2,23,14,6,0
B,2,23,14,7,0
B,2,23,14,8,0
B,2,23,14,9,0
B,2,23,14,10,0
B,2,23,15,1,60
B,2,23,15,2,0
B,2,23,15,3,0
B,2,23,15,4,0
B,2,23,15,5,0
B,2,23,15,6,0
B,2,23,15,7,0
B,2,23,15,8,0
B,2,23,15,9,0
B,2,23,15,10,0
B,2,23,16,1,60
B,2,23,16,2,0
B,2,23,16,3,0
B,2,23,16,4,0
B,2,23,16,5,0
B,2,23,16,6,0
B,2,23,16,7,0
B,2,23,16,8,0
B,2,23,16,9,0
B,2,23,16,10,0
B,2,23,17,1,60
B,2,23,17,2,0
B,2,23,17,3,0
B,2,23,17,4,0
B,2,23,17,5,0
B,2,23,17,6,0
B,2,23,17,7,0
B,2,23,17,8,0
B,2,23,17,9,0
B,2,23,17,10,0
B,2,23,18,1,60
B,2,23,18,2,0
B,2,23,18,3,0
B,2,23,18,4,0
B,2,23,18,5,0
B,2,23,18,6,0
B,2,23,18,7,0
B,2,23,18,8,0
B,2,23,18,9,0
B,2,23,18,10,0
B,2,23,19,1,60
B,2,23,19,2,0
B,2,23,19,3,0
B,2,23,19,4,0
B,2,23,19,5,0
B,2,23,19,6,0
B,2,23,19,7,0
B,2,23,19,8,0
B,2,23,19,9,0
B,2,23,19,10,0
B,2,23,20,1,60
B,2,23,20,2,0
B,2,23,20,3,0
B,2,23,20,4,0
B,2,23,20,5,0
B,2,23,20,6,0
B,2,23,20,7,0
B,2,23,20,8,0
B,2,23,20,9,0
B,2,23,20,10,0
B,2,23,21,1,9
B,2,23,21,2,0
B,2,23,21,3,0
B,2,23,21,4,20
B,2,23,21,5,0
B,2,23,21,6,28
B,2,23,21,7,0
B,2,23,21,8,1
B,2,23,21,9,0
B,2,23,21,10,2
B,2,23,22,1,0
B,2,23,22,2,0
B,2,23,22,3,0
B,2,23,22,4,60
B,2,23,22,5,0
B,2,23,22,6,0
B,2,23,22,7,0
B,2,23,22,8,0
B,2,23,22,9,0
B,2,23,22,10,0
B,2,23,23,1,0
B,2,23,23,2,29
B,2,23,23,3,0
B,2,23,23,4,30
B,2,23,23,5,0
B,2,23,23,6,0
B,2,23,23,7,0
B,2,23,23,8,0
B,2,23,23,9,0
B,2,23,23,10,0
A,1,24,0,1,0
A,1,24,0,2,0
A,1,24,0,3,22
A,1,24,0,4,35
A,1,24,0,5,0
A,1,24,0,6,0
A,1,24,0,7,3
A,1,24,0,8,0
A,1,24,0,9,0
A,1,24,0,10,0
A,1,24,1,1,0
A,1,24,1,2,0
A,1,24,1,3,9
A,1,24,1,4,35
A,1,24,1,5,0
A,1,24,1,6,0
A,1,24,1,7,0
A,1,24,1,8,0
A,1,24,1,9,9
A,1,24,1,10,7
A,1,24,2,1,0
A,1,24,2,2,46
A,1,24,2,3,7
A,1,24,2,4,0
A,1,24,2,5,0
A,1,24,2,6,0
A,1,24,2,7,0
A,1,24,2,8,0
A,1,24,2,9,0
A,1,24,2,10,7
A,1,24,3,1,0
A,1,24,3,2,60
A,1,24,3,3,0
A,1,24,3,4,0
A,1,24,3,5,0
A,1,24,3,6,0
A,1,24,3,7,0
A,1,24,3,8,0
A,1,24,3,9,0
A,1,24,3,10,0
A,1,24,4,1,0
A,1,24,4,2,60
A,1,24,4,3,0
A,1,24,4,4,0
A,1,24,4,5,0
A,1,24,4,6,0
A,1,24,4,7,0
A,1,24,4,8,0
A,1,24,4,9,0
A,1,24,4,10,0
A,1,24,5,1,0
A,1,24,5,2,60
A,1,24,5,3,0
A,1,24,5,4,0
A,1,24,5,5,0
A,1,24,5,6,0
A,1,24,5,7,0
A,1,24,5,8,0
A,1,24,5,9,0
A,1,24,5,10,0
A,1,24,6,1,0
A,1,24,6,2,60
A,1,24,6,3,0
A,1,24,6,4,0
A,1,24,6,5,0
A,1,24,6,6,0
A,1,24,6,7,0
A,1,24,6,8,0
A,1,24,6,9,0
A,1,24,6,10,0
A,1,24,7,1,0
A,1,24,7,2,60
A,1,24,7,3,0
A,1,24,7,4,0
A,1,24,7,5,0
A,1,24,7,6,0
A,1,24,7,7,0
A,1,24,7,8,0
A,1,24,7,9,0
A,1,24,7,10,0
A,1,24,8,1,0
A,1,24,8,2,60
A,1,24,8,3,0
A,1,24,8,4,0
A,1,24,8,5,0
A,1,24,8,6,0
A,1,24,8,7,0
A,1,24,8,8,0
A,1,24,8,9,0
A,1,24,8,10,0
A,1,24,9,1,0
A,1,24,9,2,60
A,1,24,9,3,0
A,1,24,9,4,0
A,1,24,9,5,0
A,1,24,9,6,0
A,1,24,9,7,0
A,1,24,9,8,0
A,1,24,9,9,0
A,1,24,9,10,0
A,1,24,10,1,0
A,1,24,10,2,1
A,1,24,10,3,5
A,1,24,10,4,0
A,1,24,10,5,0
A,1,24,10,6,26
A,1,24,10,7,0
A,1,24,10,8,0
A,1,24,10,9,6
A,1,24,10,10,22
A,1,24,11,1,0
A,1,24,11,2,0
A,1,24,11,3,50
A,1,24,11,4,0
A,1,24,11,5,0
A,1,24,11,6,0
A,1,24,11,7,10
A,1,24,11,8,0
A,1,24,11,9,0
A,1,24,11,10,0
A,1,24,12,1,0
A,1,24,12,2,0
A,1,24,12,3,17
A,1,24,12,4,0
A,1,24,12,5,0
A,1,24,12,6,0
A,1,24,12,7,36
A,1,24,12,8,7
A,1,24,12,9,0
A,1,24,12,10,0
A,1,24,13,1,0
A,1,24,13,2,0
A,1,24,13,3,6
A,1,24,13,4,21
A,1,24,13,5,0
A,1,24,13,6,15
A,1,24,13,7,0
A,1,24,13,8,0
A,1,24,13,9,0
A,1,24,13,10,18
A,1,24,14,1,50
A,1,24,14,2,0
A,1,24,14,3,0
A,1,24,14,4,4
A,1,24,14,5,0
A,1,24,14,6,0
A,1,24,14,7,0
A,1,24,14,8,6
A,1,24,14,9,0
A,1,24,14,10,0
A,1,24,15,1,60
A,1,24,15,2,0
A,1,24,15,3,0
A,1,24,15,4,0
A,1,24,15,5,0
A,1,24,15,6,0
A,1,24,15,7,0
A,1,24,15,8,0
A,1,24,15,9,0
A,1,24,15,10,0
A,1,24,16,1,60
A,1,24,16,2,0
A,1,24,16,3,0
A,1,24,16,4,0
A,1,24,16,5,0
A,1,24,16,6,0
A,1,24,16,7,0
A,1,24,16,8,0
A,1,24,16,9,0
A,1,24,16,10,0
A,1,24,17,1,60
A,1,24,17,2,0
A,1,24,17,3,0
A,1,24,17,4,0
A,1,24,17,5,0
A,1,24,17,6,0
A,1,24,17,7,0
A,1,24,17,8,0
A,1,24,17,9,0
A,1,24,17,10,0
A,1,24,18,1,52
A,1,24,18,2,0
A,1,24,18,3,0
A,1,24,18,4,4
A,1,24,18,5,0
A,1,24,18,6,0
A,1,24,18,7,0
A,1,24,18,8,0
A,1,24,18,9,0
A,1,24,18,10,4
A,1,24,19,1,0
A,1,24,19,2,0
A,1,24,19,3,23
A,1,24,19,4,30
A,1,24,19,5,0
A,1,24,19,6,0
A,1,24,19,7,0
A,1,24,19,8,7
A,1,24,19,9,0
A,1,24,19,10,0
A,1,24,20,1,0
A,1,24,20,2,0
A,1,24,20,3,49
A,1,24,20,4,0
A,1,24,20,5,0
A,1,24,20,6,0
A,1,24,20,7,11
A,1,24,20,8,0
A,1,24,20,9,0
A,1,24,20,10,0
A,1,24,21,1,0
A,1,24,21,2,0
A,1,24,21,3,29
A,1,24,21,4,0
A,1,24,21,5,0
A,1,24,21,6,0
A,1,24,21,7,28
A,1,24,21,8,3
A,1,24,21,9,0
A,1,24,21,10,0
A,1,24,22,1,0
A,1,24,22,2,0
A,1,24,22,3,15
A,1,24,22,4,0
A,1,24,22,5,0
A,1,24,22,6,0
A,1,24,22,7,0
A,1,24,22,8,0
A,1,24,22,9,45
A,1,24,22,10,0
A,1,24,23,1,0
A,1,24,23,2,0
A,1,24,23,3,59
A,1,24,23,4,0
A,1,24,23,5,0
A,1,24,23,6,0
A,1,24,23,7,0
A,1,24,23,8,0
A,1,24,23,9,0
A,1,24,23,10,0
A,2,24,0,1,0
A,2,24,0,2,0
A,2,24,0,3,7
A,2,24,0,4,0
A,2,24,0,5,0
A,2,24,0,6,0
A,2,24,0,7,3
A,2,24,0,8,0
A,2,24,0,9,19
A,2,24,0,10,31
A,2,24,1,1,0
A,2,24,1,2,1
A,2,24,1,3,0
A,2,24,1,4,0
A,2,24,1,5,0
A,2,24,1,6,0
A,2,24,1,7,33
A,2,24,1,8,5
A,2,24,1,9,0
A,2,24,1,10,21
A,2,24,2,1,0
A,2,24,2,2,60
A,2,24,2,3,0
A,2,24,2,4,0
A,2,24,2,5,0
A,2,24,2,6,0
A,2,24,2,7,0
A,2,24,2,8,0
A,2,24,2,9,0
A,2,24,2,10,0
A,2,24,3,1,0
A,2,24,3,2,60
A,2,24,3,3,0
A,2,24,3,4,0
A,2,24,3,5,0
A,2,24,3,6,0
A,2,24,3,7,0
A,2,24,3,8,0
A,2,24,3,9,0
A,2,24,3,10,0
A,2,24,4,1,0
A,2,24,4,2,57
A,2,24,4,3,0
A,2,24,4,4,0
A,2,24,4,5,0
A,2,24,4,6,0
A,2,24,4,7,0
A,2,24,4,8,0
A,2,24,4,9,0
A,2,24,4,10,3
A,2,24,5,1,0
A,2,24,5,2,60
A,2,24,5,3,0
A,2,24,5,4,0
A,2,24,5,5,0
A,2,24,5,6,0
A,2,24,5,7,0
A,2,24,5,8,0
A,2,24,5,9,0
A,2,24,5,10,0
A,2,24,6,1,0
A,2,24,6,2,60
A,2,24,6,3,0
A,2,24,6,4,0
A,2,24,6,5,0
A,2,24,6,6,0
A,2,24,6,7,0
A,2,24,6,8,0
A,2,24,6,9,0
A,2,24,6,10,0
A,2,24,7,1,0
A,2,24,7,2,49
A,2,24,7,3,0
A,2,24,7,4,0
A,2,24,7,5,0
A,2,24,7,6,0
A,2,24,7,7,0
A,2,24,7,8,0
A,2,24,7,9,0
A,2,24,7,10,11
A,2,24,8,1,33
A,2,24,8,2,0
A,2,24,8,3,0
A,2,24,8,4,0
A,2,24,8,5,0
A,2,24,8,6,1
A,2,24,8,7,0
A,2,24,8,8,12
A,2,24,8,9,0
A,2,24,8,10,14
A,2,24,9,1,60
A,2,24,9,2,0
A,2,24,9,3,0
A,2,24,9,4,0
A,2,24,9,5,0
A,2,24,9,6,0
A,2,24,9,7,0
A,2,24,9,8,0
A,2,24,9,9,0
A,2,24,9,10,0
A,2,24,10,1,60
A,2,24,10,2,0
A,2,24,10,3,0
A,2,24,10,4,0
A,2,24,10,5,0
A,2,24,10,6,0
A,2,24,10,7,0
A,2,24,10,8,0
A,2,24,10,9,0
A,2,24,10,10,0
A,2,24,11,1,60
A,2,24,11,2,0
A,2,24,11,3,0
A,2,24,11,4,0
A,2,24,11,5,0
A,2,24,11,6,0
A,2,24,11,7,0
A,2,24,11,8,0
A,2,24,11,9,0
A,2,24,11,10,0
A,2,24,12,1,60
A,2,24,12,2,0
A,2,24,12,3,0
A,2,24,12,4,0
A,2,24,12,5,0
A,2,24,12,6,0
A,2,24,12,7,0
A,2,24,12,8,0
A,2,24,12,9,0
A,2,24,12,10,0
A,2,24,13,1,60
A,2,24,13,2,0
A,2,24,13,3,0
A,2,24,13,4,0
A,2,24,13,5,0
A,2,24,13,6,0
A,2,24,13,7,0
A,2,24,13,8,0
A,2,24,13,9,0
A,2,24,13,10,0
A,2,24,14,1,60
A,2,24,14,2,0
A,2,24,14,3,0
A,2,24,14,4,0
A,2,24,14,5,0
A,2,24,14,6,0
A,2,24,14,7,0
A,2,24,14,8,0
A,2,24,14,9,0
A,2,24,14,10,0
A,2,24,15,1,60
A,2,24,15,2,0
A,2,24,15,3,0
A,2,24,15,4,0
A,2,24,15,5,0
A,2,24,15,6,0
A,2,24,15,7,0
A,2,24,15,8,0
A,2,24,15,9,0
A,2,24,15,10,0
A,2,24,16,1,60
